Symbol,Score,ENSG
ROBO2,1.2490779934940037e-05,ENSG00000185008
MME,1.5941699261084497e-05,ENSG00000196549
SPTBN1,8.93100697606228e-05,ENSG00000115306
CNTN5,1.904480234484377e-06,ENSG00000149972
FAT1,2.8091541523111474e-05,ENSG00000083857
PTPRT,6.324367032919903e-07,ENSG00000196090
ANK3,1.6347560032421487e-05,ENSG00000151150
NCAM1,7.260299444570732e-06,ENSG00000149294
TNFAIP3,1.489461789031859e-05,ENSG00000118503
PCDH15,2.3592279504345543e-06,ENSG00000150275
CRYAB,5.495854316822588e-05,ENSG00000109846
DSCAM,2.1766704627866036e-05,ENSG00000171587
CRB1,1.0171854169238263e-05,ENSG00000134376
MEGF11,1.6530266497679153e-06,ENSG00000157890
PLCB1,2.1818216621675387e-05,ENSG00000182621
CACNA1C,9.93318151905755e-06,ENSG00000151067
ROBO1,1.0659150626152538e-05,ENSG00000169855
RERE,2.4121271638435193e-05,ENSG00000142599
MAGI1,1.4243731481996853e-05,ENSG00000151276
EEF1A1,0.0006056540506347403,ENSG00000156508
KCNN3,6.372747914660423e-06,ENSG00000143603
EPB41L3,3.188773867011855e-05,ENSG00000082397
VDAC2,0.0004996746761936801,ENSG00000165637
MYO6,0.0009032768376087073,ENSG00000196586
SHANK2,2.364231941896783e-05,ENSG00000162105
UNC5C,6.436899679921267e-06,ENSG00000182168
JADE2,1.78094963444433e-05,ENSG00000043143
RNFT2,1.5369316539932034e-05,ENSG00000135119
UTY,1.5760383050188975e-05,ENSG00000183878
FGFR2,9.206634354215623e-06,ENSG00000066468
ANK2,1.7546232967586877e-05,ENSG00000145362
STXBP1,0.00022790059834589668,ENSG00000136854
MYO5B,8.390542027391038e-05,ENSG00000167306
AKT1,0.00017787489191363178,ENSG00000142208
SLC9A7,2.242602526259542e-05,ENSG00000065923
IGSF9,5.650547125404936e-06,ENSG00000085552
MYO5A,0.00018936431129980988,ENSG00000197535
AKT2,7.319488188981427e-05,ENSG00000105221
MYCBP2,5.59181536616627e-05,ENSG00000005810
NID2,6.973949252299955e-06,ENSG00000087303
ADAM10,0.00014286668785127088,ENSG00000137845
APP,0.0003544829442682953,ENSG00000142192
NAV1,1.7230966189887712e-05,ENSG00000134369
CHL1,8.54910447395298e-06,ENSG00000134121
INTS7,0.00010836855746947189,ENSG00000143493
DOCK9,3.323263129950134e-05,ENSG00000088387
TRIO,1.1817988396874392e-05,ENSG00000038382
SEMA6A,9.776657774747079e-06,ENSG00000092421
ABCA2,5.200619165290533e-05,ENSG00000107331
RAN,0.0008162533829964083,ENSG00000132341
NRCAM,1.4913187098265086e-05,ENSG00000091129
SYNGAP1,2.195083923142831e-05,ENSG00000197283
DDHD1,3.133352634398464e-06,ENSG00000100523
ARHGAP44,2.8189238051413784e-05,ENSG00000006740
ROR1,9.985535695545086e-06,ENSG00000185483
SPTAN1,0.0001633042573603121,ENSG00000197694
KALRN,2.6666226564637723e-05,ENSG00000160145
ABI2,4.8272095082168214e-05,ENSG00000138443
METTL14,8.927522728392393e-05,ENSG00000145388
DOCK7,6.576532560875692e-05,ENSG00000116641
ZEB2,3.385803078855027e-05,ENSG00000169554
PPFIA3,9.245491588970948e-06,ENSG00000177380
FAP,7.732102105648551e-06,ENSG00000078098
NDRG2,1.5771866312815526e-05,ENSG00000165795
DLG1,0.0001409578697115966,ENSG00000075711
SLC9A6,6.234362299249107e-05,ENSG00000198689
UBE2V1,0.0003070883037832764,ENSG00000244687
NFASC,1.9031668668102562e-05,ENSG00000163531
MACF1,3.625306434483855e-05,ENSG00000127603
CACNA1G,9.28368215880567e-06,ENSG00000006283
ATP1A3,4.670174610810809e-05,ENSG00000105409
DNM1,7.397689187387012e-05,ENSG00000106976
PTPRN2,4.194039596753753e-06,ENSG00000155093
PIK3C2A,8.571578503729239e-05,ENSG00000011405
SCN2A,1.7490990999707412e-05,ENSG00000136531
GIT1,1.989626345974939e-05,ENSG00000108262
EPHA6,8.344405044266934e-06,ENSG00000080224
PPFIA1,7.33090975819526e-05,ENSG00000131626
CNTN2,9.227863797211519e-06,ENSG00000184144
FURIN,4.7021671390654765e-05,ENSG00000140564
CACNA1H,4.737459951602921e-06,ENSG00000196557
DLC1,1.5610123461275404e-05,ENSG00000164741
DAG1,9.036681166563924e-05,ENSG00000173402
PTK2,7.189285966402803e-05,ENSG00000169398
TIAM1,1.719291709699339e-05,ENSG00000156299
DPYSL2,0.00012275453132779346,ENSG00000092964
KCNB1,7.959373497200335e-06,ENSG00000158445
ATP2B1,0.00010428223706085084,ENSG00000070961
SCN1A,2.059219344290367e-05,ENSG00000144285
NLGN1,1.7499099113751663e-05,ENSG00000169760
FBLN1,6.899725653233361e-06,ENSG00000077942
PTPRD,1.6944623549641008e-05,ENSG00000153707
GPM6A,3.0222038059398457e-05,ENSG00000150625
CPNE5,3.262723506016063e-06,ENSG00000124772
DST,6.755179768492201e-05,ENSG00000151914
CARMIL1,6.339599873727023e-05,ENSG00000079691
SCN3A,5.397048933164627e-06,ENSG00000153253
KCNH1,1.9892322960558913e-05,ENSG00000143473
EPHB1,2.90760193546076e-05,ENSG00000154928
EPB41L2,7.188071172463863e-05,ENSG00000079819
PSD2,6.3497919378265894e-06,ENSG00000146005
CD59,9.663873439887117e-06,ENSG00000085063
SGCE,8.537582106313899e-06,ENSG00000127990
BCAP31,0.00019060820140077286,ENSG00000185825
HTRA1,1.1744099418413199e-05,ENSG00000166033
ARHGEF7,2.0378918270621834e-05,ENSG00000102606
SLC6A1,2.312563902593814e-05,ENSG00000157103
SLC9A3,2.443354357331886e-06,ENSG00000066230
DAB2IP,1.977983028589833e-05,ENSG00000136848
CLSTN1,4.410117421588397e-05,ENSG00000171603
ATP6V0A4,5.636521507670482e-05,ENSG00000105929
HNRNPL,7.9778752237391e-05,ENSG00000104824
AP3B2,3.887478613368584e-05,ENSG00000103723
DSCAML1,7.354380318540855e-06,ENSG00000177103
LRP2,1.0581316177979019e-05,ENSG00000081479
DOCK10,8.509486160495989e-05,ENSG00000135905
ATP2B2,4.999093714511549e-05,ENSG00000157087
SNTG1,3.2173541576044494e-06,ENSG00000147481
ACTN2,3.301221967222202e-05,ENSG00000077522
DLG2,2.922086486357248e-05,ENSG00000150672
MACO1,1.9273255562755948e-05,ENSG00000204178
QPCT,5.5450965213727554e-05,ENSG00000115828
DLG4,4.991406051866012e-05,ENSG00000132535
HSPA8,0.0005259919532268349,ENSG00000109971
TTYH3,1.5219714271615468e-05,ENSG00000136295
WNT7B,1.783314257555917e-06,ENSG00000188064
KCNC3,3.040748330720109e-06,ENSG00000131398
DOCK8,5.559743174000281e-05,ENSG00000107099
ADAM9,4.331147311315875e-05,ENSG00000168615
ADAM33,6.337627615892372e-07,ENSG00000149451
ZSWIM8,1.2855906988942108e-05,ENSG00000214655
WNT4,7.16459619365936e-06,ENSG00000162552
SEC14L3,8.595159835511237e-06,ENSG00000100012
SCARB1,4.209746545764549e-05,ENSG00000073060
ATP6V0A1,0.0002883570134040184,ENSG00000033627
KIRREL1,3.842561430486402e-06,ENSG00000183853
SEC14L2,3.824860481419305e-05,ENSG00000100003
PALS2,1.4197691351414209e-05,ENSG00000105926
EPS15,0.00012221546901880208,ENSG00000085832
PKD2,3.573185674001945e-05,ENSG00000118762
NDRG4,8.139534204044081e-06,ENSG00000103034
ROR2,1.772653821514174e-05,ENSG00000169071
TBC1D10A,6.916398337703424e-05,ENSG00000099992
SLITRK2,1.87941844692328e-06,ENSG00000185985
CHRM3,8.108144364657153e-06,ENSG00000133019
EPHA5,1.235289918407905e-05,ENSG00000145242
EPHB2,1.993301560428746e-05,ENSG00000133216
WNT5A,8.149967220199497e-06,ENSG00000114251
FNDC3B,5.901519370964308e-06,ENSG00000075420
CPE,2.9036807370970096e-05,ENSG00000109472
UNC5D,1.47902006593743e-06,ENSG00000156687
ITGB1,8.97048651189836e-05,ENSG00000150093
CNTN4,3.7592398171588228e-06,ENSG00000144619
SLC9A9,1.609486758322295e-05,ENSG00000181804
EPHA4,2.3795771869598522e-05,ENSG00000116106
GABBR1,8.585175831331957e-06,ENSG00000204681
FAM107A,1.1760566386684231e-05,ENSG00000168309
LAMB1,2.979897089183384e-05,ENSG00000091136
VDAC1,0.00042971261090458837,ENSG00000213585
CTNND1,4.3781150211544585e-05,ENSG00000198561
RHOQ,2.7274653314649673e-05,ENSG00000119729
ACVRL1,1.0064894888712822e-05,ENSG00000139567
LIFR,1.971115133947743e-06,ENSG00000113594
PROM1,1.6251271817550985e-05,ENSG00000007062
SDC3,2.051405098199815e-06,ENSG00000162512
ITGA6,1.9947063275619533e-05,ENSG00000091409
LRIG3,3.108862175949535e-06,ENSG00000139263
NDNF,1.2468437669859958e-07,ENSG00000173376
BNIP3L,3.286667285073851e-05,ENSG00000104765
PHB1,0.0004310394722969162,ENSG00000167085
TENM3,6.705136072791836e-06,ENSG00000218336
SEC14L4,2.6473560101814587e-06,ENSG00000133488
DPYSL3,4.0130986847263185e-05,ENSG00000113657
GABRA4,9.63903608705865e-06,ENSG00000109158
EPN3,5.650347097358213e-05,ENSG00000049283
ITGA3,2.4601940987412292e-05,ENSG00000005884
